id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,pc_exp,pov_nl,exp_sh_b40,pc_exp_r9010,pc_exp_gini,pc_exp_mld
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,22.2,48.3,28.7,2.3,18.5,.054
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,24.6,46.7,26.3,2.6,21.5,.072
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,34.1,40.40000000000001,22,3.5,27.3,.119
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,28.4,23,27.6,2.6,22,.081
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,32.1,23.3,25,2.7,24.7,.099
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,37.4,23.8,24,3.2,27.5,.122
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,26.9,32.5,27.4,2.5,21.2,.072
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,29.2,29.3,26.6,2.5,22.2,.08
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,34.2,22.3,26.8,2.9,24,.095
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,41.5,22.7,25,4.100000000000001,28.7,.137
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,44.40000000000001,22.4,23.4,4.600000000000001,30.6,.154
3_29_569_0,2011,Urban,3,India,29,Karnataka,569,Udupi,58.3,21.4,18.7,5.2,37.3,.226
3_29_570_0,2011,Rural,3,India,29,Karnataka,570,Chikmagalur,24.3,10.4,34.2,1.7,10.3,.019
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,27.4,14.7,29.7,2,14.5,.036
3_29_570_0,2011,Urban,3,India,29,Karnataka,570,Chikmagalur,34.6,24.6,29.7,2.8,17.2,.066
3_29_571_0,2011,Rural,3,India,29,Karnataka,571,Tumkur,24.8,14.4,30.6,1.9,16.7,.052
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,28.7,13,26.8,2.2,21.5,.081
3_29_571_0,2011,Urban,3,India,29,Karnataka,571,Tumkur,49.1,5.9,23.8,3.3,27.5,.122
3_29_572_0,2011,Rural,3,India,29,Karnataka,572,Bangalore,56.2,0,24.7,3.2,25.9,.107
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,87.7,1.5,18.5,4.800000000000001,37.3,.228
3_29_572_0,2011,Urban,3,India,29,Karnataka,572,Bangalore,91.5,1.7,18.3,4.9,38,.238
3_29_573_0,2011,Rural,3,India,29,Karnataka,573,Mandya,34.5,18.9,24.2,3.1,23.6,.09
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,37.9,16.4,23.6,3.2,25.4,.104
3_29_573_0,2011,Urban,3,India,29,Karnataka,573,Mandya,54.8,4.100000000000001,21.6,3.9,29.4,.138
3_29_574_0,2011,Rural,3,India,29,Karnataka,574,Hassan,27.4,11.3,30.8,2.2,15.8,.043
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,29.3,11.6,29,2.4,17.3,.051
3_29_574_0,2011,Urban,3,India,29,Karnataka,574,Hassan,43.40000000000001,13.9,27.6,2.9,19.9,.069
3_29_575_0,2011,Rural,3,India,29,Karnataka,575,Dakshina Kannada,48,1.5,21.4,4,34.4,.197
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,63.7,1.6,17.6,6.5,40.2,.26
3_29_575_0,2011,Urban,3,India,29,Karnataka,575,Dakshina Kannada,96.60000000000001,1.9,14.9,7.2,42.5,.3
3_29_576_0,2011,Rural,3,India,29,Karnataka,576,Kodagu,86.5,1.2,22,3.5,25.2,.134
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,80.40000000000001,1.5,21.6,3.7,28.9,.16
3_29_576_0,2011,Urban,3,India,29,Karnataka,576,Kodagu,56.2,2.8,23.8,3,27.6,.129
3_29_577_0,2011,Rural,3,India,29,Karnataka,577,Mysore,33,20.7,24.2,2.4,26.6,.115
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,41.40000000000001,15.5,21.5,3.4,31.2,.157
3_29_577_0,2011,Urban,3,India,29,Karnataka,577,Mysore,54.90000000000001,7,20.6,4.600000000000001,34.6,.192
3_29_578_0,2011,Rural,3,India,29,Karnataka,578,Chamarajanagar,34.2,1.3,26.8,2.8,22.4,.08
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,36.1,1.6,26.2,2.8,23.8,.094
3_29_578_0,2011,Urban,3,India,29,Karnataka,578,Chamarajanagar,48.40000000000001,4.100000000000001,23,2.7,31.8,.178
3_29_579_0,2011,Rural,3,India,29,Karnataka,579,Gulbarga,23.3,38.90000000000001,29.8,2.1,17,.046
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,24.8,37.2,28,2.1,18.6,.056
3_29_579_0,2011,Urban,3,India,29,Karnataka,579,Gulbarga,29.7,32,26.8,2.5,22.8,.085
3_29_580_0,2011,Rural,3,India,29,Karnataka,580,Yadgir,23.3,38.90000000000001,29.8,2.1,17,.046
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,24.8,37.2,28,2.1,18.6,.056
3_29_580_0,2011,Urban,3,India,29,Karnataka,580,Yadgir,29.7,32,26.8,2.5,22.8,.085
3_29_581_0,2011,Rural,3,India,29,Karnataka,581,Kolar,37.8,0,27.6,2.5,23,.089
3_29_581_0,2011,Total,3,India,29,Karnataka,581,Kolar,45,0,24,2.8,27,.121
3_29_581_0,2011,Urban,3,India,29,Karnataka,581,Kolar,59.7,0,22.4,3.9,31.7,.163
3_29_582_0,2011,Rural,3,India,29,Karnataka,582,Chikkaballapura,32.2,9.800000000000001,27.2,2.4,23,.088
3_29_582_0,2011,Total,3,India,29,Karnataka,582,Chikkaballapura,34.9,10,25.3,3,24.7,.099
3_29_582_0,2011,Urban,3,India,29,Karnataka,582,Chikkaballapura,52.1,11.2,21.9,3.8,28.5,.128
3_29_583_0,2011,Rural,3,India,29,Karnataka,583,Bangalore Rural,39.90000000000001,19,23.4,4.100000000000001,32.1,.17
3_29_583_0,2011,Total,3,India,29,Karnataka,583,Bangalore Rural,43.1,15.7,21.9,3.7,31.4,.159
3_29_583_0,2011,Urban,3,India,29,Karnataka,583,Bangalore Rural,57.7,0,23.4,3,23.3,.093
3_29_584_0,2011,Rural,3,India,29,Karnataka,584,Ramanagara,30.7,11.7,29.7,2.4,17,.046
3_29_584_0,2011,Total,3,India,29,Karnataka,584,Ramanagara,33.4,10.5,27.6,2.6,19.1,.06
3_29_584_0,2011,Urban,3,India,29,Karnataka,584,Ramanagara,47.6,4.5,25.4,2.8,25.6,.11
3_2_23_0,2011,Rural,3,India,2,Himachal Pradesh,23,Chamba,30.4,7,29.2,2,17.7,.052
3_2_23_0,2011,Total,3,India,2,Himachal Pradesh,23,Chamba,32.5,7.100000000000001,27.7,2.2,20.2,.072
3_2_23_0,2011,Urban,3,India,2,Himachal Pradesh,23,Chamba,58.40000000000001,7.800000000000001,24,3.1,30.7,.191
3_2_24_0,2011,Rural,3,India,2,Himachal Pradesh,24,Kangra,35.4,8.1,25.7,2.9,24,.091
3_2_24_0,2011,Total,3,India,2,Himachal Pradesh,24,Kangra,36.1,8,25.5,2.9,24.1,.091
3_2_24_0,2011,Urban,3,India,2,Himachal Pradesh,24,Kangra,49.6,6,26.5,3.3,22.8,.085
3_2_25_0,2011,Rural,3,India,2,Himachal Pradesh,25,Lahul & Spiti,36.7,0,30.5,2,15.8,.04
3_2_25_0,2011,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,36.7,0,30.5,2,15.8,.04
3_2_25_0,2011,Urban,3,India,2,Himachal Pradesh,25,Lahul & Spiti,,,,,,
3_2_26_0,2011,Rural,3,India,2,Himachal Pradesh,26,Kullu,30.1,9.700000000000001,26.9,2.2,20.7,.069
3_2_26_0,2011,Total,3,India,2,Himachal Pradesh,26,Kullu,32,9.5,25.3,2.4,22.3,.08
3_2_26_0,2011,Urban,3,India,2,Himachal Pradesh,26,Kullu,51.40000000000001,7.9,23.9,2.6,26.3,.118
3_2_27_0,2011,Rural,3,India,2,Himachal Pradesh,27,Mandi,31.5,18,25,2.8,25.2,.102
3_2_27_0,2011,Total,3,India,2,Himachal Pradesh,27,Mandi,31.9,17.9,24.8,2.8,25.4,.103
3_2_27_0,2011,Urban,3,India,2,Himachal Pradesh,27,Mandi,40.1,15.1,22.5,3.5,28.3,.131
3_2_28_0,2011,Rural,3,India,2,Himachal Pradesh,28,Hamirpur,56.90000000000001,4.3,19.3,4.600000000000001,36.4,.216
3_2_28_0,2011,Total,3,India,2,Himachal Pradesh,28,Hamirpur,59,4,19.1,4.3,37.3,.229
3_2_28_0,2011,Urban,3,India,2,Himachal Pradesh,28,Hamirpur,81,.8,18.2,4.100000000000001,44.3,.349
3_2_29_0,2011,Rural,3,India,2,Himachal Pradesh,29,Una,45.2,.9,23.1,3.6,26.8,.113
3_2_29_0,2011,Total,3,India,2,Himachal Pradesh,29,Una,45.7,.9,23,3.6,27.1,.115
3_2_29_0,2011,Urban,3,India,2,Himachal Pradesh,29,Una,53.40000000000001,1.3,22,3.7,30.5,.15
3_2_30_0,2011,Rural,3,India,2,Himachal Pradesh,30,Bilaspur,46.90000000000001,9.700000000000001,20.3,4.100000000000001,33.4,.179
3_2_30_0,2011,Total,3,India,2,Himachal Pradesh,30,Bilaspur,49,9.1,19.9,4.100000000000001,33.7,.182
3_2_30_0,2011,Urban,3,India,2,Himachal Pradesh,30,Bilaspur,76.10000000000001,1.6,22.2,4.100000000000001,31.3,.164
3_2_31_0,2011,Rural,3,India,2,Himachal Pradesh,31,Solan,41.40000000000001,10.3,23.2,3.8,28.8,.138
3_2_31_0,2011,Total,3,India,2,Himachal Pradesh,31,Solan,53.1,8.6,19.7,4,32.4,.17
3_2_31_0,2011,Urban,3,India,2,Himachal Pradesh,31,Solan,77.10000000000001,5,21.9,4.7,29.7,.158
3_2_32_0,2011,Rural,3,India,2,Himachal Pradesh,32,Sirmaur,38.8,7.300000000000001,24.5,3.3,25.1,.098
3_2_32_0,2011,Total,3,India,2,Himachal Pradesh,32,Sirmaur,41.8,7.100000000000001,23,3.3,27.2,.115
3_2_32_0,2011,Urban,3,India,2,Himachal Pradesh,32,Sirmaur,68,4.9,19.8,5.5,33.3,.182
3_2_33_0,2011,Rural,3,India,2,Himachal Pradesh,33,Shimla,42.2,4.4,25.4,2.5,25.1,.106
3_2_33_0,2011,Total,3,India,2,Himachal Pradesh,33,Shimla,49.6,3.5,22.7,3,29.2,.141
3_2_33_0,2011,Urban,3,India,2,Himachal Pradesh,33,Shimla,76.5,0,21.8,5.100000000000001,34.1,.186
3_2_34_0,2011,Rural,3,India,2,Himachal Pradesh,34,Kinnaur,52.6,0,26.4,2.7,26,.126
3_2_34_0,2011,Total,3,India,2,Himachal Pradesh,34,Kinnaur,52.6,0,26.4,2.7,26,.126
3_2_34_0,2011,Urban,3,India,2,Himachal Pradesh,34,Kinnaur,,,,,,
3_30_585_0,2011,Rural,3,India,30,Goa,585,North Goa,43.5,11.5,24.5,3,23.4,.088
3_30_585_0,2011,Total,3,India,30,Goa,585,North Goa,54.3,8.700000000000001,21.1,3.4,30.8,.159
3_30_585_0,2011,Urban,3,India,30,Goa,585,North Goa,66.10000000000001,5.600000000000001,19.8,3.9,34.3,.2
3_30_586_0,2011,Rural,3,India,30,Goa,586,South Goa,65.90000000000001,.1,22.5,2.5,29.6,.142
3_30_586_0,2011,Total,3,India,30,Goa,586,South Goa,62.3,1.4,23.8,2.8,27.3,.123
3_30_586_0,2011,Urban,3,India,30,Goa,586,South Goa,59.40000000000001,2.5,24.8,2.9,24.6,.102
3_31_587_0,2011,Rural,3,India,31,Lakshadweep,587,Lakshadweep,54.3,0,25.8,2.6,24.7,.097
3_31_587_0,2011,Total,3,India,31,Lakshadweep,587,Lakshadweep,55.7,1.7,23.8,3.1,27.9,.125
3_31_587_0,2011,Urban,3,India,31,Lakshadweep,587,Lakshadweep,57.1,3.4,22.3,3.8,30.4,.151
3_32_588_0,2011,Rural,3,India,32,Kerala,588,Kasaragod,27.3,40.90000000000001,22.7,3.8,29.1,.139
3_32_588_0,2011,Total,3,India,32,Kerala,588,Kasaragod,30.2,36.9,21.5,3.4,32.3,.172
3_32_588_0,2011,Urban,3,India,32,Kerala,588,Kasaragod,40.1,23.3,20.1,4.600000000000001,35.9,.215
3_32_589_0,2011,Rural,3,India,32,Kerala,589,Kannur,40.2,12.5,23.3,3,30.5,.166
3_32_589_0,2011,Total,3,India,32,Kerala,589,Kannur,43.2,9.9,22,2.8,34,.202
3_32_589_0,2011,Urban,3,India,32,Kerala,589,Kannur,46.1,7.300000000000001,20.9,3.3,36.7,.23
3_32_590_0,2011,Rural,3,India,32,Kerala,590,Wayanad,41.3,4.3,25.2,2.9,23.2,.087
3_32_590_0,2011,Total,3,India,32,Kerala,590,Wayanad,41.8,5,24.8,2.9,24.2,.095
3_32_590_0,2011,Urban,3,India,32,Kerala,590,Wayanad,52.6,19.4,17.5,7.9,35.9,.238
3_32_591_0,2011,Rural,3,India,32,Kerala,591,Kozhikode,41.3,3.9,24.1,2.7,27.5,.126
3_32_591_0,2011,Total,3,India,32,Kerala,591,Kozhikode,46.90000000000001,4,22,3.3,32.4,.172
3_32_591_0,2011,Urban,3,India,32,Kerala,591,Kozhikode,55.8,4.100000000000001,20,4,36.1,.211
3_32_592_0,2011,Rural,3,India,32,Kerala,592,Malappuram,38.8,10.5,24.4,3,27.5,.123
3_32_592_0,2011,Total,3,India,32,Kerala,592,Malappuram,39.2,10.2,24.1,3,28.1,.129
3_32_592_0,2011,Urban,3,India,32,Kerala,592,Malappuram,42.6,8,22.3,3.2,32.2,.173
3_32_593_0,2011,Rural,3,India,32,Kerala,593,Palakkad,44.3,11.5,22.1,3.2,33.2,.189
3_32_593_0,2011,Total,3,India,32,Kerala,593,Palakkad,45.8,10.4,21.6,3.4,33.5,.189
3_32_593_0,2011,Urban,3,India,32,Kerala,593,Palakkad,54.5,4.100000000000001,21.5,3.7,31.9,.164
3_32_594_0,2011,Rural,3,India,32,Kerala,594,Thrissur,60.90000000000001,5.600000000000001,18.5,3.9,40.6,.281
3_32_594_0,2011,Total,3,India,32,Kerala,594,Thrissur,62.3,4.9,18.6,4.100000000000001,40.1,.269
3_32_594_0,2011,Urban,3,India,32,Kerala,594,Thrissur,65.40000000000001,3.2,19.2,4.5,38.3,.239
3_32_595_0,2011,Rural,3,India,32,Kerala,595,Ernakulam,65.3,9.9,16,5.5,46.2,.355
3_32_595_0,2011,Total,3,India,32,Kerala,595,Ernakulam,71.40000000000001,7.100000000000001,16,5,43.3,.309
3_32_595_0,2011,Urban,3,India,32,Kerala,595,Ernakulam,78.10000000000001,4.100000000000001,18,5,38.40000000000001,.247
3_32_596_0,2011,Rural,3,India,32,Kerala,596,Idukki,60.1,4.100000000000001,21.4,3.7,34.3,.201
3_32_596_0,2011,Total,3,India,32,Kerala,596,Idukki,62.7,4.5,20.4,3.7,36.3,.223
3_32_596_0,2011,Urban,3,India,32,Kerala,596,Idukki,92.10000000000001,8.200000000000001,14.1,10.5,44.40000000000001,.358
3_32_597_0,2011,Rural,3,India,32,Kerala,597,Kottayam,66.5,3.4,19.1,4.3,36.1,.219
3_32_597_0,2011,Total,3,India,32,Kerala,597,Kottayam,69.8,2.9,18.5,4.4,37.9,.239
3_32_597_0,2011,Urban,3,India,32,Kerala,597,Kottayam,90.10000000000001,0,16.8,6.7,43.7,.309
3_32_598_0,2011,Rural,3,India,32,Kerala,598,Alappuzha,50.5,15,21,3.8,33.5,.187
3_32_598_0,2011,Total,3,India,32,Kerala,598,Alappuzha,53,11.6,20.4,4.2,34.7,.199
3_32_598_0,2011,Urban,3,India,32,Kerala,598,Alappuzha,59.40000000000001,3.1,19.4,4,36.4,.216
3_32_599_0,2011,Rural,3,India,32,Kerala,599,Pathanamthitta,51.90000000000001,6.800000000000001,23.4,3.8,29.9,.148
3_32_599_0,2011,Total,3,India,32,Kerala,599,Pathanamthitta,54.1,6.5,22.4,4,31.4,.162
3_32_599_0,2011,Urban,3,India,32,Kerala,599,Pathanamthitta,70.3,4.600000000000001,18.6,4.9,35.5,.21
3_32_600_0,2011,Rural,3,India,32,Kerala,600,Kollam,56.90000000000001,7.2,19,4,39.1,.265
3_32_600_0,2011,Total,3,India,32,Kerala,600,Kollam,57.1,6.4,19.3,3.9,38.40000000000001,.254
3_32_600_0,2011,Urban,3,India,32,Kerala,600,Kollam,58.3,3,21.5,3.5,34.7,.206
3_32_601_0,2011,Rural,3,India,32,Kerala,601,Thiruvananthapuram,57.8,4.800000000000001,20,3.9,35.5,.21
3_32_601_0,2011,Total,3,India,32,Kerala,601,Thiruvananthapuram,70.40000000000001,4.2,18,5.2,38.40000000000001,.24
3_32_601_0,2011,Urban,3,India,32,Kerala,601,Thiruvananthapuram,97.80000000000001,3,19.1,4.800000000000001,33.5,.191
3_33_602_0,2011,Rural,3,India,33,Tamil Nadu,602,Thiruvallur,37.9,15.4,21.9,3.7,30,.141
3_33_602_0,2011,Total,3,India,33,Tamil Nadu,602,Thiruvallur,50.1,6.4,22.2,3.6,28,.128
3_33_602_0,2011,Urban,3,India,33,Tamil Nadu,602,Thiruvallur,56.3,1.9,25.2,2.8,24.9,.103
3_33_603_0,2011,Rural,3,India,33,Tamil Nadu,603,Chennai,,,,,,
3_33_603_0,2011,Total,3,India,33,Tamil Nadu,603,Chennai,74.7,2.3,19.7,4.800000000000001,33,.177
3_33_603_0,2011,Urban,3,India,33,Tamil Nadu,603,Chennai,74.7,2.3,19.7,4.800000000000001,33,.177
3_33_604_0,2011,Rural,3,India,33,Tamil Nadu,604,Kancheepuram,33.9,10.6,24.6,3.1,26.7,.113
3_33_604_0,2011,Total,3,India,33,Tamil Nadu,604,Kancheepuram,47,8,19.6,3.8,32.5,.174
3_33_604_0,2011,Urban,3,India,33,Tamil Nadu,604,Kancheepuram,54,6.600000000000001,20.7,3.8,31.9,.18
3_33_605_0,2011,Rural,3,India,33,Tamil Nadu,605,Vellore,33.8,24.1,20.8,3.6,32.7,.178
3_33_605_0,2011,Total,3,India,33,Tamil Nadu,605,Vellore,35,21.4,21.7,3.4,31.8,.165
3_33_605_0,2011,Urban,3,India,33,Tamil Nadu,605,Vellore,37.2,16.3,23.3,3.4,29.8,.142
3_33_606_0,2011,Rural,3,India,33,Tamil Nadu,606,Tiruvannamalai,26.4,16.3,26.8,2.5,21.9,.077
3_33_606_0,2011,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,27.8,16.9,25.9,2.7,23.3,.086
3_33_606_0,2011,Urban,3,India,33,Tamil Nadu,606,Tiruvannamalai,35.2,20.5,22.6,3.4,27.2,.116
3_33_607_0,2011,Rural,3,India,33,Tamil Nadu,607,Viluppuram,19.1,58.6,30.3,1.9,16.7,.051
3_33_607_0,2011,Total,3,India,33,Tamil Nadu,607,Viluppuram,20.5,54.40000000000001,28,2.3,20.4,.073
3_33_607_0,2011,Urban,3,India,33,Tamil Nadu,607,Viluppuram,31.4,22.6,22.5,3.5,28.2,.141
3_33_608_0,2011,Rural,3,India,33,Tamil Nadu,608,Salem,32.6,9.300000000000001,24.8,2.6,27.2,.122
3_33_608_0,2011,Total,3,India,33,Tamil Nadu,608,Salem,34,12.3,23.9,3,27.2,.119
3_33_608_0,2011,Urban,3,India,33,Tamil Nadu,608,Salem,36.1,17.1,23.7,3.4,26.8,.115
3_33_609_0,2011,Rural,3,India,33,Tamil Nadu,609,Namakkal,39.8,3.4,23.7,3.4,25.2,.099
3_33_609_0,2011,Total,3,India,33,Tamil Nadu,609,Namakkal,40.40000000000001,4.100000000000001,24.2,3.2,25.3,.101
3_33_609_0,2011,Urban,3,India,33,Tamil Nadu,609,Namakkal,41.5,5.600000000000001,25.1,2.5,25.1,.106
3_33_610_0,2011,Rural,3,India,33,Tamil Nadu,610,Erode,38.1,6,25.9,2.5,22.9,.085
3_33_610_0,2011,Total,3,India,33,Tamil Nadu,610,Erode,45.40000000000001,3.6,23.7,3.1,26.3,.111
3_33_610_0,2011,Urban,3,India,33,Tamil Nadu,610,Erode,55,.6000000000000001,23.2,3.5,27.3,.118
3_33_611_0,2011,Rural,3,India,33,Tamil Nadu,611,The Nilgiris,27.8,28.1,27.6,2.4,22.1,.078
3_33_611_0,2011,Total,3,India,33,Tamil Nadu,611,The Nilgiris,39,21.8,20.7,4,35.8,.207
3_33_611_0,2011,Urban,3,India,33,Tamil Nadu,611,The Nilgiris,47.5,17.1,18.2,6.100000000000001,40,.259
3_33_612_0,2011,Rural,3,India,33,Tamil Nadu,612,Dindigul,35.6,4.3,25.7,2.7,21.8,.077
3_33_612_0,2011,Total,3,India,33,Tamil Nadu,612,Dindigul,39.5,3.7,24,3.2,25,.099
3_33_612_0,2011,Urban,3,India,33,Tamil Nadu,612,Dindigul,46.2,2.7,22.2,3.2,28.1,.126
3_33_613_0,2011,Rural,3,India,33,Tamil Nadu,613,Karur,36.4,2.6,27.8,2.6,21.2,.072
3_33_613_0,2011,Total,3,India,33,Tamil Nadu,613,Karur,40.2,1.7,25.1,2.9,24.5,.096
3_33_613_0,2011,Urban,3,India,33,Tamil Nadu,613,Karur,47.3,0,23,3,28.6,.13
3_33_614_0,2011,Rural,3,India,33,Tamil Nadu,614,Tiruchirappalli,33.9,9.300000000000001,26,2.6,24.8,.103
3_33_614_0,2011,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,41.6,6.4,22.7,3.2,28.3,.129
3_33_614_0,2011,Urban,3,India,33,Tamil Nadu,614,Tiruchirappalli,55.3,1.2,24.1,3.2,26.4,.115
3_33_615_0,2011,Rural,3,India,33,Tamil Nadu,615,Perambalur,53,3.5,23.6,2.6,23,.091
3_33_615_0,2011,Total,3,India,33,Tamil Nadu,615,Perambalur,51.6,3,23.9,2.7,23.7,.093
3_33_615_0,2011,Urban,3,India,33,Tamil Nadu,615,Perambalur,42.2,0,27.3,1.9,20.7,.073
3_33_616_0,2011,Rural,3,India,33,Tamil Nadu,616,Ariyalur,32.9,6.600000000000001,25.7,2.1,23.2,.09
3_33_616_0,2011,Total,3,India,33,Tamil Nadu,616,Ariyalur,34.4,7.300000000000001,24.7,2.3,25.2,.104
3_33_616_0,2011,Urban,3,India,33,Tamil Nadu,616,Ariyalur,43.6,11.4,21,4,32.7,.169
3_33_617_0,2011,Rural,3,India,33,Tamil Nadu,617,Cuddalore,22.7,46,27.4,2.3,21.3,.074
3_33_617_0,2011,Total,3,India,33,Tamil Nadu,617,Cuddalore,26.1,40.40000000000001,24.5,2.6,26,.11
3_33_617_0,2011,Urban,3,India,33,Tamil Nadu,617,Cuddalore,31.8,31,22.5,3.2,29.9,.146
3_33_618_0,2011,Rural,3,India,33,Tamil Nadu,618,Nagapattinam,33.9,7.4,24.9,3.2,26.7,.114
3_33_618_0,2011,Total,3,India,33,Tamil Nadu,618,Nagapattinam,35,7.100000000000001,24.4,3.2,26.7,.114
3_33_618_0,2011,Urban,3,India,33,Tamil Nadu,618,Nagapattinam,41.3,5.4,25.5,3,25,.106
3_33_619_0,2011,Rural,3,India,33,Tamil Nadu,619,Thiruvarur,37.4,9.300000000000001,26.2,3.2,22.5,.083
3_33_619_0,2011,Total,3,India,33,Tamil Nadu,619,Thiruvarur,38.3,9.700000000000001,25.8,3.2,23.6,.091
3_33_619_0,2011,Urban,3,India,33,Tamil Nadu,619,Thiruvarur,42,11.4,24.4,3.4,27.5,.124
3_33_620_0,2011,Rural,3,India,33,Tamil Nadu,620,Thanjavur,35.5,11.6,23.9,3.1,26.5,.113
3_33_620_0,2011,Total,3,India,33,Tamil Nadu,620,Thanjavur,41.40000000000001,8.800000000000001,22.5,3.5,28.3,.126
3_33_620_0,2011,Urban,3,India,33,Tamil Nadu,620,Thanjavur,50.7,4.2,22.6,3.6,27.7,.121
3_33_621_0,2011,Rural,3,India,33,Tamil Nadu,621,Pudukkottai,38.5,5.800000000000001,24.9,3.3,26.2,.109
3_33_621_0,2011,Total,3,India,33,Tamil Nadu,621,Pudukkottai,38.40000000000001,5.100000000000001,25.1,3.2,25.6,.104
3_33_621_0,2011,Urban,3,India,33,Tamil Nadu,621,Pudukkottai,37.5,0,28.4,2.4,20.2,.066
3_33_622_0,2011,Rural,3,India,33,Tamil Nadu,622,Sivaganga,24.2,33.1,27.4,2.6,21.6,.077
3_33_622_0,2011,Total,3,India,33,Tamil Nadu,622,Sivaganga,30.2,20.3,24.2,3.3,25.3,.102
3_33_622_0,2011,Urban,3,India,33,Tamil Nadu,622,Sivaganga,38.3,3.2,24.8,2.9,23.8,.091
3_33_623_0,2011,Rural,3,India,33,Tamil Nadu,623,Madurai,33.9,0,28.1,2.6,19.9,.063
3_33_623_0,2011,Total,3,India,33,Tamil Nadu,623,Madurai,41.3,.5,25.4,2.6,23.8,.09
3_33_623_0,2011,Urban,3,India,33,Tamil Nadu,623,Madurai,48.8,1,25.4,2.9,24.5,.095
3_33_624_0,2011,Rural,3,India,33,Tamil Nadu,624,Theni,33.4,10.8,27.5,2.9,20.7,.074
3_33_624_0,2011,Total,3,India,33,Tamil Nadu,624,Theni,34.8,10.1,27.6,2.7,19.9,.066
3_33_624_0,2011,Urban,3,India,33,Tamil Nadu,624,Theni,36.3,9.4,28.1,2.2,18.6,.058
3_33_625_0,2011,Rural,3,India,33,Tamil Nadu,625,Virudhunagar,33.1,17.7,24.3,3,23.8,.095
3_33_625_0,2011,Total,3,India,33,Tamil Nadu,625,Virudhunagar,34.9,14,24.5,2.8,24.8,.101
3_33_625_0,2011,Urban,3,India,33,Tamil Nadu,625,Virudhunagar,37.5,8.800000000000001,24.8,2.8,25.9,.108
3_33_626_0,2011,Rural,3,India,33,Tamil Nadu,626,Ramanathapuram,28.5,17.8,28.6,2.3,19.4,.06
3_33_626_0,2011,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,31.6,14.8,26.7,2.7,21.8,.076
3_33_626_0,2011,Urban,3,India,33,Tamil Nadu,626,Ramanathapuram,42.40000000000001,4.2,27.4,3.2,22.7,.084
3_33_627_0,2011,Rural,3,India,33,Tamil Nadu,627,Thoothukkudi,26.4,30.1,26.6,2.7,23,.085
3_33_627_0,2011,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,29.7,22,25,2.7,23.7,.088
3_33_627_0,2011,Urban,3,India,33,Tamil Nadu,627,Thoothukkudi,34.6,10.1,26.2,3.1,22.5,.079
3_33_628_0,2011,Rural,3,India,33,Tamil Nadu,628,Tirunelveli,36.2,9.5,24.2,2.8,27.8,.131
3_33_628_0,2011,Total,3,India,33,Tamil Nadu,628,Tirunelveli,40.40000000000001,11,22.3,3.2,30.3,.149
3_33_628_0,2011,Urban,3,India,33,Tamil Nadu,628,Tirunelveli,44.90000000000001,12.5,21.6,4.7,31.9,.162
3_33_629_0,2011,Rural,3,India,33,Tamil Nadu,629,Kanniyakumari,65,.7000000000000001,21.8,2.9,35.2,.227
3_33_629_0,2011,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,67,1.3,20,3.8,37.2,.236
3_33_629_0,2011,Urban,3,India,33,Tamil Nadu,629,Kanniyakumari,68.40000000000001,1.7,19.1,4.9,38.1,.243
3_33_630_0,2011,Rural,3,India,33,Tamil Nadu,630,Dharmapuri,49.1,4.100000000000001,21.5,5.5,34.8,.197
3_33_630_0,2011,Total,3,India,33,Tamil Nadu,630,Dharmapuri,48.3,4.600000000000001,21.8,3.7,33.8,.187
3_33_630_0,2011,Urban,3,India,33,Tamil Nadu,630,Dharmapuri,41.3,9.5,28.1,2.6,20.3,.075
